1   00.00      1.50000   0.18000   1.7800     10000  10000
2   00.01      1.50000   0.18000   1.7800     10000  10000
3   00.01      1.70000   0.35000   1.8500     10000  10000
4   00.02      1.70000   0.35000   1.8500     10000  10000
5   00.02      1.60000   0.25000   1.8000     10000  10000
6   00.04      1.60000   0.25000   1.8000     10000  10000
7   00.04      2.00000   0.60000   1.9400     10000  10000
